Croco diel,Identified Proteins (1170),Accession Number,Molecular Weight,Protein Grouping Ambiguity,151222_WH8501diel_T1_2ug,151222_WH8501diel_T2_2ug,151222_WH8501diel_T3_2ug,151222_WH8501diel_T4_2ug,151222_WH8501diel_T5_2ug,151222_WH8501diel_T6_2ug,151222_WH8501diel_T7_2ug,151222_WH8501diel_T8_2ug,151222_WH8501diel_T9_2ug,151222_WH8501diel_T10_2ug,151222_WH8501diel_T11_2ug,151222_WH8501diel_T12_2ug,151222_WH8501diel_T13_2ug,151222_WH8501diel_T14_2ug,151222_WH8501diel_T15_2ug,151222_WH8501diel_T16_2ug
94,ZP_00518338 CwatDRAFT_1513 Enolase [Crocosphaera watsonii WH 8501],638433620,46 kDa,,66.526,61.552,62.09,61.683,81.415,81.789,75.624,55.709,69.826,71.651,110.72,79.32,98.158,104.72,83.788,69.056
95,"ZP_00513575 CwatDRAFT_6726 DNA gyrase, B subunit [Crocosphaera watsonii WH 8501]",638428829,72 kDa,,79.06,72.916,57.083,61.683,47.335,54.825,51.349,51.067,63.28,77.162,131.98,44.211,70.765,67.021,48.559,60.048
96,"ZP_00517097 CwatDRAFT_2647 Glutamate-1-semialdehyde-2,1-aminomutase [Crocosphaera watsonii WH 8501]",638432377,46 kDa,,54.957,79.544,59.086,68.762,58.695,62.016,68.155,84.492,89.464,113.54,68.204,93.623,95.875,76.445,51.415,40.032
97,ZP_00517776 CwatDRAFT_1483 Ribosomal protein L10 [Crocosphaera watsonii WH 8501],638433058,20 kDa,,73.275,79.544,79.115,72.807,82.362,80.89,78.425,78.921,66.553,80.469,81.491,128.73,87.886,97.389,120.92,124.1
98,ZP_00514434 CwatDRAFT_5868 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638429694,42 kDa,,67.49,75.756,64.093,55.616,59.642,61.117,56.018,62.209,40.368,54.014,51.375,88.422,89.027,91.106,128.54,118.1
99,ZP_00516047 CwatDRAFT_3956 Ribosomal protein S20p [Crocosphaera watsonii WH 8501],638431322,11 kDa,,104.13,109.85,117.17,126.4,101.3,88.979,111.1,115.13,128.74,101.41,68.204,65.016,59.351,53.407,76.171,98.079
100,ZP_00513567 CwatDRAFT_6024 Band 7 protein [Crocosphaera watsonii WH 8501],638428821,26 kDa,,77.132,89.014,74.107,76.852,73.842,71.902,77.491,79.85,73.099,90.39,116.92,83.221,79.896,80.634,90.452,99.08
101,ZP_00517892 CwatDRAFT_2197 hypothetical protein [Crocosphaera watsonii WH 8501],638433175,47 kDa,,59.777,69.128,90.131,101.12,67.215,60.218,67.221,51.067,49.096,44.093,7.9719,27.307,36.524,27.227,14.282,27.022
102,"ZP_00516705 CwatDRAFT_3012 DNA gyrase, subunit A [Crocosphaera watsonii WH 8501]",638431975,95 kDa,1,70.383,61.552,70.102,60.672,36.921,35.951,42.947,40.853,70.917,48.502,80.605,40.31,70.765,53.407,46.654,56.045
103,"ZP_00517978 CwatDRAFT_1330 Transketolase, central region:Transketolase, C terminal [Crocosphaera watsonii WH 8501]",638433265,34 kDa,,97.379,86.173,67.097,57.639,57.748,73.7,61.619,51.067,52.369,62.832,77.948,45.511,113,132.99,132.35,119.1
104,ZP_00519089 CwatDRAFT_0464 Argininosuccinate synthase [Crocosphaera watsonii WH 8501],638434374,44 kDa,,79.06,60.605,53.077,61.683,64.375,73.7,91.495,72.422,75.281,67.242,80.605,58.514,61.634,62.832,72.362,70.056
105,"ZP_00514001 CwatDRAFT_6287 ATP synthase F0, subunit B [Crocosphaera watsonii WH 8501]",638429258,20 kDa,,86.773,105.11,101.15,82.919,71.002,52.129,58.818,79.85,75.281,108.03,46.946,123.53,103.87,98.437,103.78,96.077
106,ZP_00519242 CwatDRAFT_0143 Photosynthetic reaction centre protein 44 kDa subunit [Crocosphaera watsonii WH 8501],638434531,50 kDa,,79.06,81.438,83.12,86.964,112.66,97.967,82.159,88.206,80.736,84.879,108.95,67.617,87.886,76.445,79.979,107.09
107,ZP_00515163 CwatDRAFT_5077 Glycine hydroxymethyltransferase [Crocosphaera watsonii WH 8501],638430428,46 kDa,,67.49,50.189,45.065,47.527,77.629,86.283,85.894,66.851,63.28,94.8,119.58,85.821,87.886,104.72,92.357,56.045
108,ZP_00514224 CwatDRAFT_5975 Periplasmic solute binding protein [Crocosphaera watsonii WH 8501],638429482,36 kDa,,66.526,86.173,131.19,135.5,123.07,106.06,98.964,90.992,61.098,72.753,35.431,62.415,51.362,43.982,48.559,57.046
109,"ZP_00516743 CwatDRAFT_3307 extracellular solute-binding protein, family 3 [Crocosphaera watsonii WH 8501]",638432023,34 kDa,,62.67,88.067,99.144,89.997,84.255,75.497,75.624,74.279,52.369,48.502,46.946,71.518,68.482,80.634,78.075,85.068
110,ZP_00514508 CwatDRAFT_5430 Transketolase [Crocosphaera watsonii WH 8501],638429768,30 kDa,,75.204,83.332,95.138,74.829,79.522,65.611,43.88,80.778,110.19,99.209,78.834,41.61,61.634,72.257,68.553,33.027
111,"ZP_00519307 CwatDRAFT_0062 Peptidase M41, FtsH [Crocosphaera watsonii WH 8501]",638434595,55 kDa,1,101.24,102.27,87.126,86.964,81.415,76.396,65.354,67.779,64.371,44.093,54.032,41.61,75.331,79.587,86.644,101.08
112,ZP_00514464 CwatDRAFT_5852 S-adenosylmethionine synthetase [Crocosphaera watsonii WH 8501],638429724,45 kDa,,64.598,61.552,50.073,42.471,55.855,67.408,71.889,77.064,94.92,79.367,83.262,71.518,95.875,98.437,86.644,82.066
113,ZP_00518610 CwatDRAFT_0796 Cysteine synthase K/M:Cysteine synthase A [Crocosphaera watsonii WH 8501],638433892,34 kDa,,26.996,23.674,54.078,92.02,97.509,91.675,61.619,57.566,56.733,80.469,49.603,94.923,62.776,76.445,46.654,21.017
114,"ZP_00516188 CwatDRAFT_3636 Leucyl-tRNA synthetase bacterial/mitochondrial, class Ia [Crocosphaera watsonii WH 8501]",638431469,97 kDa,,44.351,44.507,43.062,45.504,49.228,54.825,59.752,53.852,53.46,46.298,53.146,37.709,43.372,39.794,36.181,44.035
115,"ZP_00513735 CwatDRAFT_6125 Threonyl-tRNA synthetase, class IIa [Crocosphaera watsonii WH 8501]",638428990,73 kDa,,46.279,35.037,35.051,33.37,39.761,43.141,39.212,25.069,40.368,35.274,43.403,24.706,45.655,45.029,35.229,45.036
116,ZP_00516202 CwatDRAFT_3654 Aldose 1-epimerase [Crocosphaera watsonii WH 8501],638431459,33 kDa,,83.881,101.32,134.19,129.43,59.642,40.445,33.611,26.926,33.822,49.604,41.631,127.43,106.15,71.209,63.793,85.068
117,ZP_00514083 CwatDRAFT_6328 Diaminopimelate epimerase [Crocosphaera watsonii WH 8501],638429340,31 kDa,,71.347,85.226,86.125,68.762,60.588,43.141,38.279,31.569,32.731,51.809,61.118,100.12,106.15,83.776,100.93,89.072
118,"ZP_00514499 CwatDRAFT_5423 Glutathione reductase, plant [Crocosphaera watsonii WH 8501]",638429759,49 kDa,,46.279,54.923,52.075,55.616,53.015,53.927,60.686,52.924,64.371,58.423,71.747,65.016,68.482,59.69,54.272,58.047
119,ZP_00515136 CwatDRAFT_5085 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638430401,15 kDa,,43.387,59.658,84.122,85.952,88.989,119.54,126.97,75.207,90.555,115.74,46.06,154.74,134.68,97.389,66.649,71.057
120,ZP_00519306 CwatDRAFT_0061 hypothetical protein [Crocosphaera watsonii WH 8501],638434596,27 kDa,,0,0,0,99.098,177.98,200.43,194.19,194.05,149.47,166.45,87.691,117.03,3.4241,1.0472,0,0
121,ZP_00514112 CwatDRAFT_6343 Phycobilisome linker polypeptide [Crocosphaera watsonii WH 8501],638429370,29 kDa,,60.741,56.817,51.074,51.571,74.789,86.283,74.69,61.28,57.825,59.525,98.321,61.115,77.613,68.068,96.165,69.056
122,"ZP_00518604 CwatDRAFT_0790 Glyceraldehyde-3-phosphate dehydrogenase, type I [Crocosphaera watsonii WH 8501]",638433899,31 kDa,,0,2.8409,31.045,58.65,88.989,105.16,130.71,140.2,132.01,101.41,128.44,81.92,17.121,1.0472,0,0
123,ZP_00519222 CwatDRAFT_0331 Trigger factor [Crocosphaera watsonii WH 8501],638434511,55 kDa,,44.351,53.029,67.097,75.84,67.215,67.408,62.553,57.566,46.914,61.73,31.002,94.923,58.21,62.832,60.936,32.026
124,"ZP_00516626 CwatDRAFT_3447 Transketolase, central region [Crocosphaera watsonii WH 8501]",638431885,79 kDa,,51.1,56.817,55.08,53.594,56.801,54.825,53.217,49.21,52.369,60.628,62.89,42.911,59.351,58.643,55.224,52.042
125,"ZP_00516571 CwatDRAFT_3355 HEAT:Peptidase M1, membrane alanine aminopeptidase:PBS lyase HEAT-like repeat [Crocosphaera watsonii WH 8501]",638431830,98 kDa,,68.455,65.34,45.065,41.459,56.801,44.04,35.478,38.068,41.459,27.558,49.603,16.904,54.786,52.36,49.511,47.038
126,"ZP_00514258 CwatDRAFT_5954 Carbohydrate kinase, PfkB [Crocosphaera watsonii WH 8501]",638429517,35 kDa,,74.24,73.863,76.11,76.852,71.948,77.295,63.487,56.638,56.733,73.856,62.004,84.521,81.038,81.681,93.309,99.08
127,ZP_00517492 CwatDRAFT_2249 Ribosomal protein L19 [Crocosphaera watsonii WH 8501],638432776,14 kDa,,43.387,50.189,44.064,32.359,35.974,30.558,33.611,37.139,44.732,41.888,38.088,40.31,31.958,30.369,41.894,56.045
128,ZP_00518494 CwatDRAFT_1233 hypothetical protein [Crocosphaera watsonii WH 8501],638433781,59 kDa,,51.1,53.029,78.113,87.975,62.482,56.623,56.951,57.566,56.733,54.014,19.487,59.815,44.514,25.133,25.708,33.027
129,ZP_00516127 CwatDRAFT_3798 RNA binding S1 [Crocosphaera watsonii WH 8501],638431392,35 kDa,,75.204,88.067,79.115,66.739,80.469,67.408,84.96,80.778,78.554,70.549,38.088,83.221,86.744,74.351,65.697,75.06
130,"ZP_00514615 CwatDRAFT_5773 Response regulator receiver:Transcriptional regulatory protein, C-terminal [Crocosphaera watsonii WH 8501]",638429877,27 kDa,,60.741,58.711,64.093,68.762,81.415,73.7,88.694,88.206,78.554,71.651,68.204,79.32,67.341,67.021,87.596,98.079
131,ZP_00515005 CwatDRAFT_5155 NADH dehydrogenase (quinone) [Crocosphaera watsonii WH 8501],638430270,46 kDa,,37.602,46.401,50.073,46.515,64.375,56.623,61.619,46.424,60.007,52.911,99.206,24.706,46.796,52.36,63.793,46.037
132,ZP_00514286 CwatDRAFT_5287 sulfolipid biosynthesis protein [Crocosphaera watsonii WH 8501],638429545,43 kDa,,55.921,65.34,40.058,44.493,27.454,24.267,28.009,36.211,45.823,31.967,36.317,22.105,42.231,40.841,31.42,38.031
133,ZP_00516249 CwatDRAFT_3661 Mce4/Rv3499c/MTV023.06c protein [Crocosphaera watsonii WH 8501],638431528,50 kDa,,81.953,88.067,100.15,100.11,103.19,74.599,70.956,69.636,68.735,62.832,44.289,81.92,79.896,65.973,77.123,101.08
134,ZP_00514380 CwatDRAFT_5893 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638429640,76 kDa,,79.06,92.802,107.16,113.25,74.789,53.028,47.615,58.495,38.186,39.684,15.058,33.808,37.665,33.51,29.516,30.024
135,ZP_00517056 CwatDRAFT_2440 Ribosomal protein L4/L1e [Crocosphaera watsonii WH 8501],638432346,23 kDa,,41.458,51.136,55.08,66.739,65.322,68.307,72.823,70.565,80.736,57.321,78.834,54.613,74.189,55.501,61.889,93.075
136,ZP_00515184 CwatDRAFT_5049 N-acetylmuramoyl-L-alanine amidase [Crocosphaera watsonii WH 8501],638430449,28 kDa,,80.989,90.908,106.15,112.24,92.776,77.295,75.624,69.636,72.008,58.423,22.144,63.716,68.482,43.982,51.415,49.039
137,ZP_00517033 CwatDRAFT_2399 Ribosomal protein S13 [Crocosphaera watsonii WH 8501],638432312,14 kDa,,74.24,61.552,46.067,37.415,78.575,68.307,76.557,66.851,78.554,77.162,84.148,57.214,44.514,38.746,46.654,77.062
138,ZP_00514155 CwatDRAFT_6424 Ribosomal protein S16 [Crocosphaera watsonii WH 8501],638429413,9 kDa,,38.566,41.666,55.08,52.583,81.415,71.902,90.562,83.564,80.736,74.958,69.976,70.217,69.624,76.445,104.73,111.09
139,ZP_00514335 CwatDRAFT_5320 Heat shock protein Hsp70 [Crocosphaera watsonii WH 8501],638429594,84 kDa,1,37.602,45.454,41.059,50.56,48.281,48.534,35.478,34.354,34.913,40.786,53.146,20.805,42.231,39.794,36.181,46.037
140,ZP_00517925 CwatDRAFT_1669 Protein splicing (intein) site:Phosphoenolpyruvate synthase [Crocosphaera watsonii WH 8501],638433213,137 kDa,,31.817,28.409,20.029,15.168,13.254,16.178,11.204,14.856,16.365,13.228,22.144,3.901,13.696,16.755,17.138,10.008
141,"ZP_00514880 CwatDRAFT_4874 Peptidase S14, ClpP [Crocosphaera watsonii WH 8501]",638430142,22 kDa,,74.24,57.764,50.073,35.392,49.228,44.939,48.549,65.923,63.28,56.218,54.032,49.412,47.938,40.841,34.277,32.026
142,ZP_00518084 CwatDRAFT_1219 Glucose-1-phosphate adenylyltransferase [Crocosphaera watsonii WH 8501],638433369,48 kDa,,54.957,50.189,48.07,44.493,47.335,56.623,56.018,64.994,58.916,62.832,67.319,46.812,58.21,54.454,46.654,54.043
143,ZP_00517061 CwatDRAFT_2445 ribosomal protein S3 [Crocosphaera watsonii WH 8501],638432351,27 kDa,,54.957,43.56,47.068,48.538,78.575,73.7,75.624,64.066,92.737,52.911,88.577,74.118,73.048,72.257,67.601,72.058
144,ZP_00518791 CwatDRAFT_0942 AICARFT/IMPCHase bienzyme [Crocosphaera watsonii WH 8501],638434080,55 kDa,,36.638,42.613,53.077,60.672,64.375,62.016,55.084,60.352,76.372,50.707,69.976,35.109,49.079,34.558,25.708,27.022
145,ZP_00515775 CwatDRAFT_4168 Adenylosuccinate lyase [Crocosphaera watsonii WH 8501],638431046,49 kDa,,28.924,22.727,11.016,18.202,20.827,23.368,20.54,14.856,26.185,14.33,17.715,11.703,11.414,17.802,14.282,17.014
146,ZP_00517057 CwatDRAFT_2441 Ribosomal L23 protein [Crocosphaera watsonii WH 8501],638432347,11 kDa,,44.351,54.923,60.087,54.605,20.827,34.154,36.411,52.924,32.731,54.014,28.345,36.409,38.807,36.652,37.133,31.025
140,ZP_00517925 CwatDRAFT_1669 Protein splicing (intein) site:Phosphoenolpyruvate synthase [Crocosphaera watsonii WH 8501],638433213,137 kDa,,31.817,28.409,20.029,15.168,13.254,16.178,11.204,14.856,16.365,13.228,22.144,3.901,13.696,16.755,17.138,10.008
148,"ZP_00517029 CwatDRAFT_2395 Ribosomal protein L15, bacterial form [Crocosphaera watsonii WH 8501]",638432308,17 kDa,,76.168,69.128,56.081,48.538,60.588,53.028,64.42,55.709,66.553,68.344,58.461,61.115,63.917,54.454,67.601,91.073
149,"ZP_00514002 CwatDRAFT_6288 H+-transporting two-sector ATPase, delta (OSCP) subunit [Crocosphaera watsonii WH 8501]",638429259,20 kDa,,48.207,33.143,20.029,18.202,40.708,38.647,48.549,21.355,40.368,20.944,55.804,101.43,79.896,92.153,100.93,71.057
150,ZP_00513941 CwatDRAFT_6528 Thioredoxin-disulfide reductase [Crocosphaera watsonii WH 8501],638429197,29 kDa,,69.419,56.817,62.09,70.784,56.801,58.421,54.15,56.638,61.098,52.911,43.403,57.214,68.482,53.407,56.176,55.044
151,ZP_00517955 CwatDRAFT_1931 NAD(P)(+) transhydrogenase (AB-specific) [Crocosphaera watsonii WH 8501],638433235,41 kDa,,2.8924,7.5756,27.039,45.504,60.588,68.307,98.964,105.85,110.19,73.856,98.321,32.508,9.131,2.0944,0.95213,1.0008
152,ZP_00513952 CwatDRAFT_6249 Initiation factor 3 [Crocosphaera watsonii WH 8501],638429209,21 kDa,,10.606,11.363,12.017,10.112,17.987,12.583,12.137,13.927,10.91,12.126,18.601,14.304,19.403,23.038,29.516,26.021
153,ZP_00515704 CwatDRAFT_4373 CobN/magnesium chelatase [Crocosphaera watsonii WH 8501],638430972,149 kDa,,36.638,15.151,13.019,14.157,10.414,11.684,13.071,25.069,41.459,65.037,50.489,28.607,59.351,56.549,26.66,20.016
154,ZP_00514814 CwatDRAFT_5663 AMP-dependent synthetase and ligase [Crocosphaera watsonii WH 8501],638430076,74 kDa,,50.136,36.931,26.038,46.515,35.974,44.939,31.743,38.996,65.462,47.4,49.603,28.607,43.372,30.369,23.803,24.019
155,ZP_00518455 CwatDRAFT_0609 hypothetical protein [Crocosphaera watsonii WH 8501],638433740,47 kDa,,85.809,71.969,59.086,53.594,74.789,75.497,69.088,51.995,49.096,47.4,58.461,39.01,59.351,89.012,79.979,91.073
156,ZP_00514756 CwatDRAFT_5701 unknown protein [Crocosphaera watsonii WH 8501],638430018,31 kDa,,30.853,46.401,85.123,87.975,82.362,82.688,65.354,47.353,42.55,47.4,18.601,59.815,61.634,23.038,26.66,17.014
157,ZP_00515262 CwatDRAFT_4730 Acetohydroxy acid isomeroreductase [Crocosphaera watsonii WH 8501],638430576,36 kDa,,41.458,36.931,42.061,56.627,67.215,69.206,59.752,62.209,57.825,58.423,78.834,40.31,51.362,64.926,59.032,42.034
158,ZP_00517860 CwatDRAFT_1600 Citrate (Si)-synthase [Crocosphaera watsonii WH 8501],638433143,42 kDa,,56.885,49.242,41.059,42.471,42.601,38.647,52.283,53.852,68.735,42.991,38.974,27.307,41.089,32.463,27.612,53.043
159,ZP_00517449 CwatDRAFT_2347 Peptidylprolyl isomerase [Crocosphaera watsonii WH 8501],638432720,19 kDa,,47.243,50.189,51.074,46.515,34.081,34.154,33.611,55.709,54.551,51.809,30.116,45.511,44.514,58.643,51.415,43.035
160,"ZP_00517734 CwatDRAFT_1009 Ribosomal protein S4, bacterial and organelle form [Crocosphaera watsonii WH 8501]",638433020,23 kDa,,34.709,38.825,45.065,48.538,60.588,62.914,62.553,48.281,56.733,57.321,77.948,54.613,65.058,58.643,65.697,84.068
161,ZP_00518397 CwatDRAFT_1268 Geranylgeranyl reductase [Crocosphaera watsonii WH 8501],638433684,46 kDa,,54.957,33.143,21.03,15.168,10.414,9.8866,12.137,16.713,58.916,51.809,69.09,33.808,51.362,41.888,35.229,33.027
162,ZP_00514295 CwatDRAFT_5293 microcompartments protein [Crocosphaera watsonii WH 8501],638429554,11 kDa,1,92.558,75.756,68.099,45.504,39.761,30.558,35.478,34.354,40.368,56.218,32.774,107.93,94.734,92.153,128.54,127.1
163,ZP_00517175 CwatDRAFT_2913 Glutamyl-tRNA(Gln) amidotransferase B subunit [Crocosphaera watsonii WH 8501],638432445,55 kDa,,53.028,50.189,43.062,46.515,35.028,39.546,37.345,47.353,43.641,37.479,69.09,26.006,44.514,42.935,48.559,56.045
164,ZP_00515048 CwatDRAFT_4966 Prolyl oligopeptidase [Crocosphaera watsonii WH 8501],638430313,78 kDa,,34.709,33.143,40.058,40.448,18.934,17.976,11.204,10.213,12.001,9.9209,15.944,18.204,21.686,23.038,20.947,23.019
165,ZP_00516228 CwatDRAFT_3694 Anthranilate synthase component I [Crocosphaera watsonii WH 8501],638431510,57 kDa,,46.279,45.454,34.049,40.448,53.015,50.332,50.416,41.782,41.459,44.093,55.804,16.904,44.514,51.313,37.133,31.025
166,ZP_00518055 CwatDRAFT_1775 Signal recognition particle protein [Crocosphaera watsonii WH 8501],638433332,53 kDa,,54.957,52.083,37.054,44.493,25.561,27.862,34.544,37.139,32.731,35.274,49.603,13.003,28.534,29.322,25.708,32.026
167,ZP_00518265 CwatDRAFT_1238 Photosynthetic reaction centre protein [Crocosphaera watsonii WH 8501],638433550,18 kDa,,49.172,59.658,49.071,53.594,71.948,56.623,52.283,42.71,57.825,58.423,96.549,45.511,74.189,76.445,85.692,100.08
168,ZP_00517897 CwatDRAFT_1753 similar to sensor protein/domain [Crocosphaera watsonii WH 8501],638433182,52 kDa,,57.849,63.446,50.073,60.672,41.654,45.838,47.615,51.995,67.644,31.967,26.573,19.505,17.121,27.227,15.234,16.013
169,"ZP_00514227 CwatDRAFT_5974 4Fe-4S ferredoxin, iron-sulfur binding [Crocosphaera watsonii WH 8501]",638429485,9 kDa,,50.136,58.711,68.099,61.683,77.629,73.7,67.221,70.565,56.733,83.776,63.775,110.53,76.472,87.965,93.309,87.07
170,ZP_00515170 CwatDRAFT_5036 3'-5' exonuclease [Crocosphaera watsonii WH 8501],638430435,25 kDa,,50.136,46.401,52.075,44.493,60.588,58.421,56.951,56.638,57.825,50.707,46.06,66.316,53.645,64.926,70.458,86.069
171,ZP_00518643 CwatDRAFT_0969 Aldehyde dehydrogenase [Crocosphaera watsonii WH 8501],638433930,49 kDa,,59.777,56.817,62.09,64.717,67.215,46.736,52.283,45.496,46.914,54.014,27.459,54.613,52.503,46.077,43.798,59.048
172,ZP_00515660 CwatDRAFT_4350 Malate dehydrogenase (oxaloacetate decarboxylating) [Crocosphaera watsonii WH 8501],638430928,49 kDa,,65.562,62.499,49.071,57.639,60.588,63.813,56.018,51.995,57.825,56.218,76.176,44.211,53.645,68.068,73.314,64.052
173,"ZP_00517710 CwatDRAFT_1869 Aminotransferase, class I and II [Crocosphaera watsonii WH 8501]",638432987,45 kDa,,53.028,35.037,25.036,25.28,35.028,44.04,36.411,35.282,40.368,51.809,70.862,37.709,45.655,49.218,49.511,39.031
174,ZP_00518891 CwatDRAFT_0755 UspA [Crocosphaera watsonii WH 8501],638434178,32 kDa,,59.777,57.764,59.086,48.538,50.175,63.813,51.349,50.138,56.733,37.479,53.146,35.109,49.079,52.36,49.511,47.038
175,ZP_00513517 CwatDRAFT_5989 Ferritin and Dps [Crocosphaera watsonii WH 8501],638428770,17 kDa,,36.638,36.931,48.07,68.762,36.921,74.599,72.823,48.281,48.005,50.707,15.944,67.617,47.938,41.888,20.947,13.01
176,ZP_00518823 CwatDRAFT_0567 Septum site-determining protein MinD [Crocosphaera watsonii WH 8501],638434112,29 kDa,,62.67,73.863,56.081,56.627,50.175,54.825,54.15,45.496,48.005,42.991,56.689,33.808,44.514,43.982,47.607,71.057
177,ZP_00517581 CwatDRAFT_2236 hypothetical protein [Crocosphaera watsonii WH 8501],638432860,14 kDa,,34.709,30.303,36.052,25.28,36.921,31.457,35.478,30.64,31.64,46.298,31.002,53.313,47.938,43.982,45.702,39.031
178,ZP_00518971 CwatDRAFT_0536 UBA/THIF-type NAD/FAD binding fold:MoeZ/MoeB [Crocosphaera watsonii WH 8501],638434262,25 kDa,,52.064,42.613,49.071,59.661,58.695,59.319,57.885,73.35,72.008,70.549,65.547,63.716,61.634,56.549,60.936,65.052
179,"ZP_00517028 CwatDRAFT_2394 Ribosomal protein S5, bacterial and organelle form [Crocosphaera watsonii WH 8501]",638432307,18 kDa,,34.709,33.143,33.048,38.426,54.908,44.04,43.88,56.638,63.28,54.014,69.09,52.013,55.927,43.982,41.894,55.044
180,"ZP_00515232 CwatDRAFT_4693 Ribosomal protein S7, bacterial and organelle form [Crocosphaera watsonii WH 8501]",638430519,18 kDa,,69.419,51.136,56.081,64.717,64.375,48.534,56.951,57.566,67.644,41.888,71.747,33.808,45.655,46.077,59.984,59.048
181,ZP_00516240 CwatDRAFT_3706 similar to Nucleoside-diphosphate-sugar epimerases [Crocosphaera watsonii WH 8501],638431492,35 kDa,,53.992,56.817,49.071,52.583,48.281,45.838,42.013,41.782,41.459,42.991,55.804,22.105,33.1,38.746,40.942,33.027
182,"ZP_00516936 CwatDRAFT_2951 Peptidase S14, ClpP [Crocosphaera watsonii WH 8501]",638432222,29 kDa,1,25.068,21.78,20.029,20.224,15.147,18.874,18.673,17.641,16.365,18.739,23.916,42.911,26.252,42.935,33.325,27.022
183,"ZP_00515723 CwatDRAFT_4250 Cysteinyl-tRNA synthetase, class Ia [Crocosphaera watsonii WH 8501]",638431011,55 kDa,,49.172,58.711,45.065,48.538,41.654,41.344,44.814,32.497,39.277,40.786,34.545,40.31,47.938,47.124,44.75,44.035
184,ZP_00514985 CwatDRAFT_4924 Ferritin and Dps [Crocosphaera watsonii WH 8501],638430250,23 kDa,,58.813,45.454,41.059,30.336,30.294,26.065,13.071,25.998,39.277,61.73,46.06,76.719,57.069,61.785,58.08,37.03
185,ZP_00516763 CwatDRAFT_2863 hypothetical protein [Crocosphaera watsonii WH 8501],638432045,44 kDa,,53.028,80.491,80.116,82.919,65.322,58.421,55.084,37.139,41.459,49.604,19.487,53.313,59.351,46.077,41.894,32.026
186,ZP_00516227 CwatDRAFT_3693 Photosystem I protein PsaD [Crocosphaera watsonii WH 8501],638431511,16 kDa,,54.957,45.454,49.071,44.493,27.454,35.052,26.142,30.64,24.003,34.172,24.802,48.112,39.948,43.982,51.415,53.043
187,ZP_00515990 CwatDRAFT_3729 Ribosomal protein L21 [Crocosphaera watsonii WH 8501],638431269,14 kDa,,27.96,46.401,69.1,52.583,70.055,79.991,81.225,76.136,38.186,20.944,17.715,22.105,25.11,23.038,59.984,48.039
188,"ZP_00516086 CwatDRAFT_3919 Peptidase M41, FtsH [Crocosphaera watsonii WH 8501]",638431352,71 kDa,1,49.172,39.772,30.044,27.303,27.454,26.963,25.208,17.641,24.003,22.046,31.002,16.904,20.545,28.274,22.851,22.018
189,ZP_00516650 CwatDRAFT_3151 S-layer homology region [Crocosphaera watsonii WH 8501],638431915,65 kDa,1,103.16,116.48,158.23,172.92,130.64,118.64,120.44,150.41,138.56,170.86,52.26,150.84,118.7,85.87,88.548,118.1
190,"ZP_00514036 CwatDRAFT_6490 Peptidyl-prolyl cis-trans isomerase, cyclophilin type [Crocosphaera watsonii WH 8501]",638429293,26 kDa,,43.387,53.029,56.081,51.571,46.388,36.85,33.611,40.853,41.459,39.684,32.774,45.511,45.655,36.652,48.559,44.035
191,ZP_00517023 CwatDRAFT_2389 Ribosomal protein L24 [Crocosphaera watsonii WH 8501],638432302,13 kDa,,50.136,74.809,67.097,65.728,53.961,69.206,88.694,79.85,87.282,38.581,24.802,26.006,30.817,19.897,55.224,78.063
192,ZP_00516950 CwatDRAFT_2812 Glycine cleavage system P-protein [Crocosphaera watsonii WH 8501],638432229,108 kDa,,41.458,28.409,25.036,27.303,28.401,26.065,21.473,23.212,26.185,18.739,29.23,2.6006,11.414,16.755,16.186,21.017
193,ZP_00516646 CwatDRAFT_3146 TPR repeat:TPR repeat [Crocosphaera watsonii WH 8501],638431919,48 kDa,,23.14,43.56,50.073,42.471,46.388,47.635,42.947,53.852,42.55,39.684,25.687,66.316,44.514,50.265,38.085,32.026
194,ZP_00514159 CwatDRAFT_6377 Starch (bacterial glycogen) synthase [Crocosphaera watsonii WH 8501],638429417,56 kDa,,39.53,46.401,45.065,39.437,46.388,46.736,47.615,41.782,52.369,45.195,58.461,27.307,39.948,48.171,30.468,34.027
195,"ZP_00518818 CwatDRAFT_0561 Peptidase S41A, C-terminal protease [Crocosphaera watsonii WH 8501]",638434106,51 kDa,,29.889,38.825,24.035,24.269,19.881,19.773,18.673,28.783,32.731,35.274,19.487,48.112,45.655,29.322,25.708,27.022
196,ZP_00518013 CwatDRAFT_1798 Ribosomal protein S14 [Crocosphaera watsonii WH 8501],638433298,12 kDa,,22.175,31.25,26.038,25.28,39.761,26.065,20.54,25.069,28.367,30.865,32.774,27.307,26.252,27.227,34.277,52.042
197,ZP_00514928 CwatDRAFT_4897 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638430190,28 kDa,,68.455,53.029,40.058,37.415,37.868,45.838,44.814,44.567,46.914,52.911,45.174,71.518,50.22,69.115,62.841,56.045
