croco diel 2015,Identified Proteins (1725),Accession Number,Molecular Weight,Protein Grouping Ambiguity,c02,c04,c06,c08,c10,c12,c14,c16,c18,c20,c22,c24
1348,ZP_00517767 CwatDRAFT_2133 Imidazoleglycerol-phosphate dehydratase [Crocosphaera watsonii WH 8501],638433050,24 kDa,,0,2.9342,0,1.1202,3.5963,2.187,2.7377,1.9105,1.0221,0,2.639,1.9724
1349,ZP_00516158 CwatDRAFT_3859 similar to membrane protein [Crocosphaera watsonii WH 8501],638431428,27 kDa,,0,0.97807,2.9022,1.1202,0,1.0935,0,0.95523,1.0221,1.0023,3.5187,1.9724
1350,ZP_00518668 CwatDRAFT_1435 hypothetical protein [Crocosphaera watsonii WH 8501],638433946,17 kDa,,0.96812,1.9561,2.9022,3.3606,0,3.2806,0.91256,0.95523,0,0,2.639,0.98619
1351,ZP_00518950 CwatDRAFT_0323 hypothetical protein [Crocosphaera watsonii WH 8501],638434242,14 kDa,,1.9362,0.97807,0,2.2404,5.9938,1.0935,2.7377,1.9105,2.0441,2.0046,2.639,2.9586
1352,"ZP_00515320 CwatDRAFT_4791 extracellular solute-binding protein, family 3 [Crocosphaera watsonii WH 8501]",638430620,33 kDa,,1.9362,0,0,2.2404,0,0,0.91256,0.95523,0,1.0023,0,0
1353,ZP_00515923 CwatDRAFT_4012 hypothetical protein [Crocosphaera watsonii WH 8501],638431191,31 kDa,,0,1.9561,1.9348,0,1.1988,4.3741,2.7377,1.9105,0,2.0046,1.7594,1.9724
1354,ZP_00517637 CwatDRAFT_2011 Beta-lactamase-like [Crocosphaera watsonii WH 8501],638432923,35 kDa,,0,0,0.96741,0,0,0,0,0,0,0,0.87968,0
1355,"ZP_00518443 CwatDRAFT_0872 Putative translation initiation factor, aIF-2BI:Initiation factor 2B alpha/beta/delta [Crocosphaera watsonii WH 8501]",638433730,39 kDa,,0,0,0,0,0,0,0.91256,0,0,0,0,0
1356,ZP_00516815 CwatDRAFT_2715 Chaperonin-like RbcX [Crocosphaera watsonii WH 8501],638432098,15 kDa,,0,1.9561,2.9022,3.3606,3.5963,0,0,0,0,0,0,0.98619
1357,ZP_00513720 CwatDRAFT_6650 Protein of unknown function DUF111 [Crocosphaera watsonii WH 8501],638428975,29 kDa,,2.9044,1.9561,1.9348,2.2404,2.3975,2.187,1.8251,1.9105,2.0441,3.0069,1.7594,2.9586
1358,ZP_00515916 CwatDRAFT_3988 hypothetical protein [Crocosphaera watsonii WH 8501],638431184,50 kDa,,0.96812,0,0,0,0,0,0,0,0,0,0,0
1359,ZP_00518846 CwatDRAFT_0404 Ankyrin [Crocosphaera watsonii WH 8501],638434135,11 kDa,,1.9362,0,0,0,0,0,0,0,0,1.0023,0,0
1360,ZP_00518768 CwatDRAFT_0493 hypothetical protein [Crocosphaera watsonii WH 8501],638434057,17 kDa,,0,0,0,0,0,0,0,0.95523,0,0,0,0
1361,ZP_00518605 CwatDRAFT_0791 Protein of unknown function DUF820 [Crocosphaera watsonii WH 8501],638433898,23 kDa,,0,0,0,0,0,1.0935,0,0,0,0,0.87968,0
1362,"ZP_00518578 CwatDRAFT_0846 Peptidase U62, modulator of DNA gyrase [Crocosphaera watsonii WH 8501]",638433862,48 kDa,,0,0.97807,0.96741,1.1202,0,1.0935,0,0,0,0,0.87968,3.9448
1363,ZP_00516132 CwatDRAFT_3803 hypothetical protein [Crocosphaera watsonii WH 8501],638431387,15 kDa,,0.96812,0.97807,1.9348,1.1202,1.1988,2.187,1.8251,1.9105,0,1.0023,0.87968,0
1364,ZP_00515272 CwatDRAFT_4740 Homoserine kinase [Crocosphaera watsonii WH 8501],638430601,33 kDa,,0,0.97807,0.96741,1.1202,1.1988,0,1.8251,0.95523,0,0,0,0.98619
1365,ZP_00517064 CwatDRAFT_2448 Ribosomal protein S17 [Crocosphaera watsonii WH 8501],638432354,9 kDa,,0,0,0.96741,0,0,1.0935,0.91256,0,0,1.0023,0,0
1366,ZP_00514310 CwatDRAFT_5930 UDP-N-acetylmuramate--alanine ligase [Crocosphaera watsonii WH 8501],638429569,55 kDa,,0,3.9123,0.96741,0,0,0,0,0,0,0,2.639,0.98619
1367,ZP_00518147 CwatDRAFT_1648 hypothetical protein [Crocosphaera watsonii WH 8501],638433436,29 kDa,,0,0.97807,1.9348,0,0,0,0.91256,1.9105,3.0662,2.0046,0.87968,0
1368,ZP_00515186 CwatDRAFT_5051 Trans-hexaprenyltranstransferase [Crocosphaera watsonii WH 8501],638430451,36 kDa,,1.9362,0.97807,0.96741,4.4807,2.3975,3.2806,0.91256,0.95523,1.0221,2.0046,2.639,3.9448
1369,ZP_00516300 CwatDRAFT_3476 Ribose-phosphate pyrophosphokinase [Crocosphaera watsonii WH 8501],638431582,35 kDa,,0.96812,1.9561,1.9348,2.2404,1.1988,0,0,0,0,1.0023,1.7594,1.9724
1370,ZP_00518778 CwatDRAFT_1001 Precorrin-8X methylmutase [Crocosphaera watsonii WH 8501],638434070,23 kDa,,0.96812,0.97807,0.96741,1.1202,1.1988,1.0935,0.91256,0.95523,1.0221,2.0046,1.7594,1.9724
1371,ZP_00513762 CwatDRAFT_6143 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638429017,11 kDa,TRUE,0,0.97807,0.96741,2.2404,2.3975,1.0935,1.8251,0.95523,2.0441,1.0023,0.87968,0.98619
1372,ZP_00514983 CwatDRAFT_5165 unknown protein [Crocosphaera watsonii WH 8501],638430248,21 kDa,,0,0,0,0,0,0,0,0,0,0,0.87968,0
1373,ZP_00516632 CwatDRAFT_3131 Protein of unknown function CP12 [Crocosphaera watsonii WH 8501],638431909,8 kDa,,0,7.8245,0.96741,10.082,5.9938,2.187,0,0,9.1987,0,3.5187,0
1374,ZP_00515879 CwatDRAFT_4107 Cytochrome-c oxidase [Crocosphaera watsonii WH 8501],638431125,35 kDa,,0,0,0,0,4.795,7.6547,5.4754,4.7761,4.0883,2.0046,0,0
1375,ZP_00515307 CwatDRAFT_4778 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638430646,18 kDa,,0,0,0.96741,1.1202,2.3975,1.0935,2.7377,0.95523,4.0883,2.0046,0.87968,0.98619
1376,ZP_00517354 CwatDRAFT_2626 Protein of unknown function DUF151 [Crocosphaera watsonii WH 8501],638432634,19 kDa,,0,0.97807,0,1.1202,0,0,0,0.95523,1.0221,0,0.87968,0.98619
1377,ZP_00515347 CwatDRAFT_4819 Small GTP-binding protein domain [Crocosphaera watsonii WH 8501],638430572,50 kDa,,0.96812,0,0,0,0,0,0,0,0,0,0,0
1378,ZP_00514783 CwatDRAFT_5685 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638430045,19 kDa,,0,0,0,0,0,0,0,0.95523,0,0,0.87968,0.98619
1379,ZP_00514679 CwatDRAFT_5737 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638429941,4 kDa,,0,1.9561,1.9348,2.2404,2.3975,3.2806,1.8251,1.9105,4.0883,3.0069,1.7594,1.9724
1380,ZP_00514998 CwatDRAFT_4933 ABC transporter [Crocosphaera watsonii WH 8501],638430263,29 kDa,TRUE,0,0,0,1.1202,0,0,0,0,0,0,0,0
1381,"ZP_00514974 CwatDRAFT_5167 6-phosphogluconate dehydrogenase, NAD-binding [Crocosphaera watsonii WH 8501]",638430239-DECOY,?,,0,0,0.96741,0,0,0,0,0,0,0,0,0
1382,ZP_00516835 CwatDRAFT_3215 hypothetical protein [Crocosphaera watsonii WH 8501],638432110,36 kDa,,0,0,0.96741,0,0,0,0,0,0,1.0023,0,0
1383,ZP_00518538 CwatDRAFT_1503 Amidase [Crocosphaera watsonii WH 8501],638433818,49 kDa,,0,0,0,0,0,0,0,0.95523,0,0,1.7594,0
1384,ZP_00516222 CwatDRAFT_3688 Orotidine 5'-phosphate decarboxylase [Crocosphaera watsonii WH 8501],638431516,25 kDa,,0,0,0,2.2404,0,1.0935,1.8251,0.95523,1.0221,1.0023,1.7594,0
1385,ZP_00513801 CwatDRAFT_6607 Protein kinase [Crocosphaera watsonii WH 8501],638429056,40 kDa,,0,0,0.96741,0,0,0,0,0,0,0,0,0
1386,ZP_00514299 CwatDRAFT_5297 transferase hexapeptide repeat [Crocosphaera watsonii WH 8501],638429558,26 kDa,,0.96812,2.9342,1.9348,0,1.1988,3.2806,0.91256,0,0,1.0023,1.7594,1.9724
1387,ZP_00516280 CwatDRAFT_3618 GUN4-like [Crocosphaera watsonii WH 8501],638431541,29 kDa,,1.9362,1.9561,2.9022,0,0,0,0.91256,0,1.0221,1.0023,1.7594,0.98619
1388,ZP_00519362 CwatDRAFT_0023 hypothetical protein [Crocosphaera watsonii WH 8501],638434651,15 kDa,,0,0,0.96741,6.7211,11.988,6.5611,1.8251,0.95523,0,0,0,0
1389,"ZP_00513978 CwatDRAFT_6518 Imidazole glycerol phosphate synthase, glutamine amidotransferase subunit [Crocosphaera watsonii WH 8501]",638429235,23 kDa,,1.9362,1.9561,0.96741,2.2404,2.3975,2.187,1.8251,1.9105,1.0221,1.0023,0.87968,0.98619
1390,ZP_00516081 CwatDRAFT_3914 hypothetical protein [Crocosphaera watsonii WH 8501],638431360,23 kDa,,3.8725,2.9342,1.9348,3.3606,3.5963,1.0935,1.8251,1.9105,0,2.0046,2.639,0.98619
1391,ZP_00518394 CwatDRAFT_1346 hypothetical protein [Crocosphaera watsonii WH 8501],638433679,9 kDa,,0,0,0,0,0,0,0,0.95523,1.0221,0,0,0
1392,ZP_00519248 CwatDRAFT_0245 hypothetical protein [Crocosphaera watsonii WH 8501],638434537,10 kDa,,0.96812,0,0,1.1202,3.5963,0,0.91256,0.95523,3.0662,1.0023,0,0
1393,ZP_00513651 CwatDRAFT_6687 Alpha/beta hydrolase fold [Crocosphaera watsonii WH 8501],638428905,34 kDa,,0,0,0,0,0,0,0,0,0,0,0,0.98619
1394,ZP_00519170 CwatDRAFT_0280 similar to Uridylate kinase [Crocosphaera watsonii WH 8501],638434459,11 kDa,,0,0,0,1.1202,0,0,1.8251,0,0,1.0023,1.7594,0
1395,ZP_00516806 CwatDRAFT_2498 hypothetical protein [Crocosphaera watsonii WH 8501],638432081,22 kDa,,0,0,0,0,0,1.0935,0,0,0,1.0023,0,0
1396,ZP_00515094 CwatDRAFT_4989 hypothetical protein [Crocosphaera watsonii WH 8501],638430359,16 kDa,,0.96812,0,0,0,0,0,0,0,0,0,0,0
1397,ZP_00517887 CwatDRAFT_2202 ATP-dependent Clp protease adaptor protein ClpS [Crocosphaera watsonii WH 8501],638433170,12 kDa,,0,0.97807,0,0,1.1988,1.0935,0,0,1.0221,0,0,0.98619
1398,ZP_00513530 CwatDRAFT_6003 Inosine/uridine-preferring nucleoside hydrolase [Crocosphaera watsonii WH 8501],638428783,34 kDa,,0,0,0,0,0,0,0,0.95523,0,0,0,0.98619
1399,ZP_00515684 CwatDRAFT_4390 hypothetical protein [Crocosphaera watsonii WH 8501],638430952,11 kDa,,0,0,0,0,0,0,0,0.95523,0,0,0,0
1400,ZP_00515220 CwatDRAFT_4678 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638430497,14 kDa,,0,0,0.96741,0,0,1.0935,0.91256,0.95523,0,1.0023,0,1.9724
1401,ZP_00516780 CwatDRAFT_2883 hypothetical protein [Crocosphaera watsonii WH 8501],638432042,29 kDa,,0.96812,0,0.96741,0,0,0,0,0,0,1.0023,0,0
1402,"ZP_00516844 CwatDRAFT_3227 ABC transporter, transmembrane region:ABC transporter [Crocosphaera watsonii WH 8501]",638432130,65 kDa,,0,0,0,0,0,0,0,0,0,0,0,0.98619
1403,ZP_00516866 CwatDRAFT_3290 hypothetical protein [Crocosphaera watsonii WH 8501],638432147,13 kDa,,0,0,0,0,0,1.0935,0.91256,0,0,0,0,0
1404,ZP_00515045 CwatDRAFT_4964 Naphthoate synthase [Crocosphaera watsonii WH 8501],638430310,30 kDa,,0,0,0,0,1.1988,0,1.8251,1.9105,0,0,0,0
1405,ZP_00518551 CwatDRAFT_1453 possible high light inducible polypeptide HliC [Crocosphaera watsonii WH 8501],638433836,5 kDa,,6.7769,2.9342,0.96741,3.3606,5.9938,5.4676,2.7377,2.8657,4.0883,5.0115,1.7594,1.9724
1406,ZP_00516000 CwatDRAFT_3741 YCII-related [Crocosphaera watsonii WH 8501],638431285,10 kDa,,0,0,0,1.1202,0,1.0935,2.7377,1.9105,2.0441,2.0046,0.87968,0
1407,ZP_00516396 CwatDRAFT_3828 UBA/THIF-type NAD/FAD binding fold:MoeZ/MoeB [Crocosphaera watsonii WH 8501],638431679,29 kDa,,0,0.97807,0.96741,0,0,2.187,3.6502,3.8209,0,0,0.87968,1.9724
1408,ZP_00518104 CwatDRAFT_1606 hypothetical protein [Crocosphaera watsonii WH 8501],638433388,42 kDa,TRUE,0,0,0,0,0,1.0935,0,0,0,0,0,0
1409,ZP_00516869 CwatDRAFT_3293 hypothetical protein [Crocosphaera watsonii WH 8501],638432144,40 kDa,,0,0,0,0,0,0,0,0,0,0,0.87968,0
1410,ZP_00514890 CwatDRAFT_4881 Protein of unknown function DUF820 [Crocosphaera watsonii WH 8501],638430152,21 kDa,TRUE,0,0,0,0,0,0,0,0.95523,1.0221,0,0,0
1411,ZP_00517778 CwatDRAFT_1485 hypothetical protein [Crocosphaera watsonii WH 8501],638433060,14 kDa,TRUE,2.9044,2.9342,1.9348,3.3606,1.1988,3.2806,3.6502,1.9105,5.1104,3.0069,2.639,1.9724
1412,ZP_00513972 CwatDRAFT_6267 Calcium-binding EF-hand [Crocosphaera watsonii WH 8501],638429229,22 kDa,,1.9362,1.9561,0,2.2404,1.1988,1.0935,1.8251,0.95523,0,2.0046,0.87968,1.9724
1413,ZP_00517578 CwatDRAFT_2233 Short-chain dehydrogenase/reductase SDR [Crocosphaera watsonii WH 8501],638432863,29 kDa,,0,1.9561,0,0,0,0,0,0.95523,0,1.0023,1.7594,0.98619
1414,ZP_00517491 CwatDRAFT_2248 ATP:corrinoid adenosyltransferase BtuR/CobO/CobP [Crocosphaera watsonii WH 8501],638432775,23 kDa,,0,0,0.96741,0,0,0,0,0,0,0,0,0
1415,ZP_00517538 CwatDRAFT_2159 Ribosomal protein S18 [Crocosphaera watsonii WH 8501],638432823,8 kDa,,0.96812,0.97807,0.96741,1.1202,1.1988,1.0935,0.91256,0.95523,1.0221,1.0023,0.87968,0.98619
1416,ZP_00517614 CwatDRAFT_2093 hypothetical protein [Crocosphaera watsonii WH 8501],638432898,23 kDa,,1.9362,3.9123,2.9022,2.2404,1.1988,1.0935,0.91256,0.95523,0,0,1.7594,2.9586
1417,ZP_00514694 CwatDRAFT_5536 Protein of unknown function DUF820 [Crocosphaera watsonii WH 8501],638429956,22 kDa,TRUE,12.586,6.8465,6.7718,3.3606,4.795,4.3741,6.3879,6.6866,6.1324,4.0092,4.3984,5.9171
1418,"ZP_00518535 CwatDRAFT_1500 Glycosyl transferase, family 2 [Crocosphaera watsonii WH 8501]",638433821,45 kDa,,0,0.97807,1.9348,1.1202,0,1.0935,1.8251,1.9105,1.0221,0,1.7594,0.98619
1419,"ZP_00515912 CwatDRAFT_4016 Light-independent protochlorophyllide reductase, iron-sulfur ATP-binding protein [Crocosphaera watsonii WH 8501]",638431180,32 kDa,,1.9362,0.97807,0,0,0,0,0,2.8657,2.0441,2.0046,0.87968,0
1420,ZP_00517921 CwatDRAFT_1665 similar to membrane protein [Crocosphaera watsonii WH 8501],638433208,57 kDa,,0,0,0,0,0,0,0,0,0,1.0023,0,0
1421,ZP_00518205 CwatDRAFT_1308 Survival protein SurE [Crocosphaera watsonii WH 8501],638433492,25 kDa,,0,2.9342,0.96741,2.2404,1.1988,2.187,0.91256,1.9105,2.0441,1.0023,1.7594,1.9724
1422,ZP_00517372 CwatDRAFT_2104 similar to Uncharacterized protein conserved in bacteria [Crocosphaera watsonii WH 8501],638432652,46 kDa,,0,0,0,0,0,1.0935,0.91256,0,0,0,0,0
1423,ZP_00517741 CwatDRAFT_1016 Beta-lactamase-like [Crocosphaera watsonii WH 8501],638433023,32 kDa,,0,0,0,0,0,0,0,0,0,0,0,0.98619
1424,"ZP_00514043 CwatDRAFT_6309 Proton-translocating NADH-quinone oxidoreductase, chain N [Crocosphaera watsonii WH 8501]",638429300,56 kDa,,0,0,1.9348,2.2404,1.1988,1.0935,0.91256,0.95523,3.0662,3.0069,0.87968,0
1425,ZP_00519402 CwatDRAFT_0141 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638434691,14 kDa,,0,0,0,0,0,0,0.91256,0.95523,3.0662,1.0023,0,0
1426,"ZP_00518165 CwatDRAFT_1372 Riboflavin biosynthesis protein RibD:Riboflavin-specific deaminase, C-terminal [Crocosphaera watsonii WH 8501]",638433458,37 kDa,,0,0,0,0,0,0,0,0,0,0,0.87968,0
1427,ZP_00517594 CwatDRAFT_2288 similar to Ferredoxin [Crocosphaera watsonii WH 8501],638432884,17 kDa,,0,0.97807,0,0,0,1.0935,0,0,1.0221,2.0046,0,0.98619
1428,ZP_00516222 CwatDRAFT_3688 Orotidine 5'-phosphate decarboxylase [Crocosphaera watsonii WH 8501],638431516-DECOY,?,,0,0,0,0,0,0,0,0,1.0221,0,0,0
1429,ZP_00514197 CwatDRAFT_6396 Ribosomal protein L11 methyltransferase [Crocosphaera watsonii WH 8501],638429455,33 kDa,,0,0,0.96741,0,0,1.0935,0,0,0,0,1.7594,0.98619
1430,ZP_00517798 CwatDRAFT_3062 UDP-3-0-acyl N-acetylglucosamine deacetylase [Crocosphaera watsonii WH 8501],638433077,30 kDa,,0,0,0.96741,1.1202,0,0,0,0,0,0,0.87968,0.98619
1431,ZP_00519058 CwatDRAFT_0650 Glycerol-3-phosphate dehydrogenase (NAD(P)+) [Crocosphaera watsonii WH 8501],638434350,34 kDa,,0,0.97807,0,0,0,1.0935,0.91256,0,0,0,0.87968,0
1432,ZP_00513604 CwatDRAFT_6711 hypothetical protein [Crocosphaera watsonii WH 8501],638428858,10 kDa,,0,0.97807,0.96741,0,1.1988,0,0,0,2.0441,2.0046,0,0
1433,ZP_00519091 CwatDRAFT_0596 Phosphomethylpyrimidine kinase [Crocosphaera watsonii WH 8501],638434380,29 kDa,,0,0.97807,0.96741,0,0,0,0,0,0,0,0,0.98619
1434,"ZP_00514099 CwatDRAFT_6448 HAD-superfamily hydrolase, subfamily IA, variant 1 [Crocosphaera watsonii WH 8501]",638429357,26 kDa,,0,0,0,0,0,1.0935,0,0,0,0,0,0
1435,ZP_00515822 CwatDRAFT_4219 hypothetical protein [Crocosphaera watsonii WH 8501],638431064,19 kDa,,0,0,0,0,0,0,0.91256,0,0,0,0,0
1436,ZP_00515606 CwatDRAFT_4438 Alpha/beta hydrolase fold [Crocosphaera watsonii WH 8501],638430873,33 kDa,,0,0.97807,0,0,0,0,0,0.95523,0,0,0.87968,0.98619
1437,ZP_00518887 CwatDRAFT_0751 Protein of unknown function DUF820 [Crocosphaera watsonii WH 8501],638434180,21 kDa,,0,0.97807,0.96741,0,0,0,0,1.9105,0,0,1.7594,0
1438,ZP_00514011 CwatDRAFT_6505 Glutamine amidotransferase of anthranilate synthase [Crocosphaera watsonii WH 8501],638429268,22 kDa,,2.9044,2.9342,2.9022,1.1202,1.1988,0,3.6502,2.8657,1.0221,2.0046,1.7594,1.9724
1439,ZP_00516372 CwatDRAFT_3585 hypothetical protein [Crocosphaera watsonii WH 8501],638431638,26 kDa,,0.96812,0.97807,0,0,0,0,0,0.95523,1.0221,1.0023,0.87968,0.98619
1440,"ZP_00519252 CwatDRAFT_0389 ATP-binding region, ATPase-like [Crocosphaera watsonii WH 8501]",638434541,18 kDa,,0,0,0,0,0,0,0,0,0,0,1.7594,0
1441,ZP_00517652 CwatDRAFT_2515 RimM protein:PRC-barrel [Crocosphaera watsonii WH 8501],638432939,22 kDa,,0,0.97807,0,0,0,1.0935,0.91256,1.9105,3.0662,3.0069,0,0
1442,ZP_00518160 CwatDRAFT_1367 Protein of unknown function DUF938 [Crocosphaera watsonii WH 8501],638433450,23 kDa,,0,0,0,0,0,0,0,0.95523,0,0,0,0
1443,ZP_00518284 CwatDRAFT_1563 hypothetical protein [Crocosphaera watsonii WH 8501],638433573,10 kDa,,1.9362,0.97807,0.96741,0,0,0,0,0,0,1.0023,0.87968,0
1444,ZP_00516465 CwatDRAFT_3088 KDPG and KHG aldolase [Crocosphaera watsonii WH 8501],638431752,24 kDa,,0,3.9123,3.8696,4.4807,0,3.2806,4.5628,2.8657,1.0221,1.0023,3.5187,2.9586
1445,ZP_00516975 CwatDRAFT_2792 hypothetical protein [Crocosphaera watsonii WH 8501],638432268,25 kDa,,0,2.9342,2.9022,3.3606,2.3975,4.3741,0.91256,0.95523,1.0221,1.0023,3.5187,3.9448
1446,ZP_00515709 CwatDRAFT_4233 hypothetical protein [Crocosphaera watsonii WH 8501],638430978,15 kDa,,0,0,0,5.6009,14.385,13.122,7.3005,5.7314,4.0883,0,0,0
1447,ZP_00517872 CwatDRAFT_1913 hypothetical protein [Crocosphaera watsonii WH 8501],638433160,17 kDa,,0.96812,2.9342,3.8696,3.3606,4.795,2.187,2.7377,3.8209,4.0883,3.0069,2.639,3.9448
1448,ZP_00513683 CwatDRAFT_6096 Conserved hypothetical protein 1784 [Crocosphaera watsonii WH 8501],638428938,32 kDa,TRUE,0,1.9561,0,0,0,1.0935,0,0,0,0,0.87968,0
1449,ZP_00519044 CwatDRAFT_0506 hypothetical protein [Crocosphaera watsonii WH 8501],638434336,11 kDa,,0,0,0,0,1.1988,0,0.91256,0,0,0,0,0
1450,ZP_00516694 CwatDRAFT_2998 hypothetical protein [Crocosphaera watsonii WH 8501],638431978,13 kDa,,12.586,0.97807,0,0,0,0,0.91256,1.9105,4.0883,3.0069,0,0
1451,ZP_00514528 CwatDRAFT_5824 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638429789,16 kDa,,0.96812,2.9342,1.9348,2.2404,3.5963,3.2806,0,1.9105,2.0441,2.0046,2.639,0.98619
1452,ZP_00517054 CwatDRAFT_2437 Protein of unknown function DUF820 [Crocosphaera watsonii WH 8501],638432339,23 kDa,,0,0,0,0,0,0,0.91256,0,0,0,0,0
1453,ZP_00514982 CwatDRAFT_4923 MECDP-synthase [Crocosphaera watsonii WH 8501],638430247,17 kDa,,1.9362,1.9561,0.96741,2.2404,2.3975,4.3741,0.91256,2.8657,0,2.0046,0.87968,1.9724
1454,ZP_00514597 CwatDRAFT_5783 Protein of unknown function DUF820 [Crocosphaera watsonii WH 8501],638429858,24 kDa,,0,0,0.96741,0,0,0,0,0,0,0,0,0
1455,"ZP_00514187 CwatDRAFT_6389 Cobyrinic acid a,c-diamide synthase [Crocosphaera watsonii WH 8501]",638429445,24 kDa,,0,0,0,0,0,0,0,0,0,1.0023,0,0.98619
1456,"ZP_00518282 CwatDRAFT_1561 Peptidase M24A, methionine aminopeptidase, subfamily 1 [Crocosphaera watsonii WH 8501]",638433570,28 kDa,,0,0,0,0,0,0,0,0.95523,0,0,0.87968,0
1457,ZP_00516682 CwatDRAFT_2758 Prephenate dehydratase [Crocosphaera watsonii WH 8501],638431941,32 kDa,,0,0.97807,0,0,0,0,0,0,1.0221,0,0.87968,0.98619
1458,ZP_00519165 CwatDRAFT_0467 hypothetical protein [Crocosphaera watsonii WH 8501],638434454,20 kDa,,0,1.9561,0,2.2404,1.1988,2.187,0.91256,0.95523,2.0441,2.0046,1.7594,0.98619
1459,ZP_00516243 CwatDRAFT_3710 hypothetical protein [Crocosphaera watsonii WH 8501],638431489,17 kDa,,1.9362,1.9561,1.9348,1.1202,2.3975,2.187,1.8251,1.9105,4.0883,2.0046,1.7594,0.98619
1460,ZP_00514109 CwatDRAFT_6439 D-tyrosyl-tRNA(Tyr) deacylase [Crocosphaera watsonii WH 8501],638429367,17 kDa,,0,0,0.96741,0,0,0,0,0,0,1.0023,0.87968,0
1461,ZP_00516478 CwatDRAFT_3104 permease YjgP/YjgQ [Crocosphaera watsonii WH 8501],638431723,44 kDa,,0,0.97807,0,2.2404,1.1988,0,0,0,0,0,0,0
1462,ZP_00519141 CwatDRAFT_0231 hypothetical protein [Crocosphaera watsonii WH 8501],638434425,26 kDa,,0.96812,1.9561,0.96741,0,0,0,0,0,0,0,1.7594,0
1463,ZP_00514093 CwatDRAFT_6333 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638429351,20 kDa,,0,0,0,0,0,1.0935,0.91256,0.95523,0,0,0,0.98619
1464,"ZP_00514855 CwatDRAFT_5635 PilT protein, N-terminal:Deoxyribonuclease/rho motif-related TRAM [Crocosphaera watsonii WH 8501]",638430117,39 kDa,,0.96812,1.9561,2.9022,2.2404,1.1988,2.187,2.7377,2.8657,1.0221,2.0046,1.7594,0.98619
1465,ZP_00517427 CwatDRAFT_2318 hypothetical protein [Crocosphaera watsonii WH 8501],638432703,26 kDa,,0,1.9561,0.96741,1.1202,0,1.0935,0,0,0,0,1.7594,0.98619
1466,"ZP_00514379 CwatDRAFT_5894 Peptidase S13, D-Ala-D-Ala carboxypeptidase C [Crocosphaera watsonii WH 8501]",638429639,55 kDa,,0,0.97807,0,0,0,0,0,0,0,0,0,0
1467,"ZP_00516114 CwatDRAFT_3784 ThiS, thiamine-biosynthesis [Crocosphaera watsonii WH 8501]",638431399,8 kDa,,0,0,0,0,0,0,0.91256,0.95523,0,0,0,0
1468,"ZP_00516855 CwatDRAFT_3239 extracellular solute-binding protein, family 3 [Crocosphaera watsonii WH 8501]",638432114,29 kDa,,0,0.97807,0,0,0,0,0,0,0,0,0,0
1469,ZP_00516746 CwatDRAFT_3310 Carbonate dehydratase [Crocosphaera watsonii WH 8501],638432028,30 kDa,,0,0,0.96741,2.2404,0,2.187,2.7377,1.9105,1.0221,2.0046,1.7594,0
1470,ZP_00514502 CwatDRAFT_5834 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638429762,8 kDa,,3.8725,0.97807,0.96741,1.1202,0,1.0935,0.91256,2.8657,5.1104,2.0046,4.3984,2.9586
1471,ZP_00516239 CwatDRAFT_3705 ABC transporter [Crocosphaera watsonii WH 8501],638431493,29 kDa,,0,0.97807,0,0,0,0,0,0,0,0,0,0
1472,ZP_00516291 CwatDRAFT_3466 hypothetical protein [Crocosphaera watsonii WH 8501],638431573,28 kDa,,0.96812,3.9123,0.96741,2.2404,1.1988,1.0935,2.7377,0.95523,1.0221,1.0023,0.87968,1.9724
1473,ZP_00517559 CwatDRAFT_2378 Ankyrin [Crocosphaera watsonii WH 8501],638432849,45 kDa,,0,0,0.96741,0,1.1988,0,0,0.95523,1.0221,2.0046,0.87968,0.98619
1474,ZP_00514799 CwatDRAFT_5588 Protein of unknown function DUF427 [Crocosphaera watsonii WH 8501],638430061,19 kDa,,0,0.97807,1.9348,0,0,0,0,0,0,0,0.87968,2.9586
1475,ZP_00514188 CwatDRAFT_6390 ParB-like partition protein [Crocosphaera watsonii WH 8501],638429446,39 kDa,,0,0,0,0,0,0,0,0,0,0,0.87968,0
1476,ZP_00516973 CwatDRAFT_2790 Cobalbumin biosynthesis enzyme [Crocosphaera watsonii WH 8501],638432266,20 kDa,,0,2.9342,3.8696,3.3606,2.3975,4.3741,3.6502,4.7761,3.0662,2.0046,2.639,2.9586
1477,ZP_00517728 CwatDRAFT_1853 hypothetical protein [Crocosphaera watsonii WH 8501],638432999,17 kDa,,0,0,0,0,0,0,0,0.95523,0,0,0,0
1478,ZP_00517224 CwatDRAFT_2699 Protein of unknown function DUF448 [Crocosphaera watsonii WH 8501],638432503,10 kDa,,0,0,0,0,0,1.0935,0.91256,0,0,0,0,0
1479,ZP_00516695 CwatDRAFT_3000 Ferrochelatase [Crocosphaera watsonii WH 8501],638431980,38 kDa,,0,0,0,1.1202,1.1988,0,0,0,0,0,0,0
