GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	Q4CAK3	glmU	located_in	GO:0005737	cytoplasm	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0963	165597	UniProt		C
UniProtKB	Q4CAK3	glmU	involved_in	GO:0009252	peptidoglycan biosynthetic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0573	165597	UniProt		P
UniProtKB	Q4CAK3	glmU	involved_in	GO:0008360	regulation of cell shape	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0133	165597	UniProt		P
UniProtKB	Q4CAK3	glmU	enables	GO:0016740	transferase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0808	165597	UniProt		F
UniProtKB	Q4CAK3	glmU	enables	GO:0016746	acyltransferase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0012	165597	UniProt		F
UniProtKB	Q4CAK3	glmU	enables	GO:0016779	nucleotidyltransferase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0548	165597	UniProt		F
UniProtKB	Q4CAK3	glmU	enables	GO:0003824	catalytic activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0511	165597	UniProt		F
UniProtKB	Q4CAK3	glmU	involved_in	GO:0008152	metabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0511	165597	UniProt		P
UniProtKB	Q4CAK3	glmU	enables	GO:0046872	metal ion binding	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0479	165597	UniProt		F
UniProtKB	Q4CAK3	glmU	involved_in	GO:0071555	cell wall organization	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0961	165597	UniProt		P
UniProtKB	Q4CAK3	glmU	enables	GO:0019134	glucosamine-1-phosphate N-acetyltransferase activity	ECO:0000501	IEA	GO_REF:0000003	EC:2.3.1.157	165597	UniProt		F
UniProtKB	Q4CAK3	glmU	enables	GO:0003977	UDP-N-acetylglucosamine diphosphorylase activity	ECO:0000501	IEA	GO_REF:0000003	EC:2.7.7.23	165597	UniProt		F
UniProtKB	Q4CAK3	glmU	located_in	GO:0005737	cytoplasm	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0086	165597	UniProt		C
UniProtKB	Q4CAK3	glmU	enables	GO:0019134	glucosamine-1-phosphate N-acetyltransferase activity	ECO:0000256	IEA	GO_REF:0000116	RHEA:13725	165597	RHEA		F
UniProtKB	Q4CAK3	glmU	enables	GO:0003977	UDP-N-acetylglucosamine diphosphorylase activity	ECO:0000256	IEA	GO_REF:0000116	RHEA:13509	165597	RHEA		F
UniProtKB	Q4CAK3	glmU	involved_in	GO:0000902	cell morphogenesis	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000081051	165597	UniProt		P
UniProtKB	Q4CAK3	glmU	enables	GO:0019134	glucosamine-1-phosphate N-acetyltransferase activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000081051	165597	UniProt		F
UniProtKB	Q4CAK3	glmU	located_in	GO:0005737	cytoplasm	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000081051	165597	UniProt		C
UniProtKB	Q4CAK3	glmU	involved_in	GO:0009252	peptidoglycan biosynthetic process	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000081051	165597	UniProt		P
UniProtKB	Q4CAK3	glmU	enables	GO:0000287	magnesium ion binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000081051	165597	UniProt		F
UniProtKB	Q4CAK3	glmU	enables	GO:0003977	UDP-N-acetylglucosamine diphosphorylase activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000081051	165597	UniProt		F
UniProtKB	Q4CAK3	glmU	involved_in	GO:0009245	lipid A biosynthetic process	ECO:0000322	IEA	GO_REF:0000041	UniPathway:UPA00973	165597	UniProt		P
UniProtKB	Q4CAK3	glmU	involved_in	GO:0006048	UDP-N-acetylglucosamine biosynthetic process	ECO:0000322	IEA	GO_REF:0000041	UniPathway:UPA00113	165597	UniProt		P
UniProtKB	Q4CAK3	glmU	enables	GO:0043886	structural constituent of carboxysome	ECO:0000501	IEA	GO_REF:0000117	ARBA:ARBA00024810	165597	UniProt		F
UniProtKB	Q4CAK3	glmU	located_in	GO:0031470	carboxysome	ECO:0000501	IEA	GO_REF:0000117	ARBA:ARBA00026588	165597	UniProt		C
UniProtKB	Q4CAK4	acsF	involved_in	GO:0015995	chlorophyll biosynthetic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR008434	165597	InterPro		P
UniProtKB	Q4CAK4	acsF	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR008434	165597	InterPro		P
UniProtKB	Q4CAK4	acsF	enables	GO:0016491	oxidoreductase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003251	165597	InterPro		F
UniProtKB	Q4CAK4	acsF	enables	GO:0046872	metal ion binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003251|InterPro:IPR008434	165597	InterPro		F
UniProtKB	Q4CAK4	acsF	enables	GO:0048529	magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR008434	165597	InterPro		F
UniProtKB	Q4CAK4	acsF	involved_in	GO:0015995	chlorophyll biosynthetic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0149	165597	UniProt		P
UniProtKB	Q4CAK4	acsF	involved_in	GO:0015979	photosynthesis	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	165597	UniProt		P
UniProtKB	Q4CAK4	acsF	enables	GO:0016491	oxidoreductase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0560	165597	UniProt		F
UniProtKB	Q4CAK4	acsF	enables	GO:0046872	metal ion binding	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0479	165597	UniProt		F
UniProtKB	Q4CAK4	acsF	enables	GO:0048529	magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase activity	ECO:0000501	IEA	GO_REF:0000003	EC:1.14.13.81	165597	UniProt		F
UniProtKB	Q4CAK4	acsF	enables	GO:0048529	magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase activity	ECO:0000256	IEA	GO_REF:0000116	RHEA:33235	165597	RHEA		F
UniProtKB	Q4CAK4	acsF	enables	GO:0005506	iron ion binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000085103	165597	UniProt		F
UniProtKB	Q4CAK4	acsF	involved_in	GO:0015995	chlorophyll biosynthetic process	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000085103	165597	UniProt		P
UniProtKB	Q4CAK4	acsF	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000085103	165597	UniProt		P
UniProtKB	Q4CAK4	acsF	enables	GO:0048529	magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000085103	165597	UniProt		F
UniProtKB	Q4CAK4	acsF	involved_in	GO:0036068	light-independent chlorophyll biosynthetic process	ECO:0000322	IEA	GO_REF:0000041	UniPathway:UPA00670	165597	UniProt		P
UniProtKB	Q4CAK5	CwatDRAFT_6120	involved_in	GO:0006629	lipid metabolic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002921	165597	InterPro		P
UniProtKB	Q4CAL1	CwatDRAFT_6117	enables	GO:0008830	dTDP-4-dehydrorhamnose 3,5-epimerase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000888	165597	InterPro		F
UniProtKB	Q4CAL1	CwatDRAFT_6117	enables	GO:0016853	isomerase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0413	165597	UniProt		F
UniProtKB	Q4CAL1	CwatDRAFT_6117	enables	GO:0008830	dTDP-4-dehydrorhamnose 3,5-epimerase activity	ECO:0000501	IEA	GO_REF:0000003	EC:5.1.3.13	165597	UniProt		F
UniProtKB	Q4CAL1	CwatDRAFT_6117	enables	GO:0008830	dTDP-4-dehydrorhamnose 3,5-epimerase activity	ECO:0000256	IEA	GO_REF:0000116	RHEA:16969	165597	RHEA		F
UniProtKB	Q4CAL1	CwatDRAFT_6117	involved_in	GO:0019305	dTDP-rhamnose biosynthetic process	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000525789	165597	UniProt		P
UniProtKB	Q4CAL1	CwatDRAFT_6117	enables	GO:0008830	dTDP-4-dehydrorhamnose 3,5-epimerase activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000525789	165597	UniProt		F
UniProtKB	Q4CAL1	CwatDRAFT_6117	involved_in	GO:0019305	dTDP-rhamnose biosynthetic process	ECO:0000322	IEA	GO_REF:0000041	UniPathway:UPA00124	165597	UniProt		P
UniProtKB	Q4CAL2	CwatDRAFT_6116	enables	GO:0003725	double-stranded RNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006070	165597	InterPro		F
UniProtKB	Q4CAL5	CwatDRAFT_6115	enables	GO:0004521	endoribonuclease activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR039018	165597	InterPro		F
UniProtKB	Q4CAL5	CwatDRAFT_6115	involved_in	GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic	ECO:0000366	IEA	GO_REF:0000108	GO:0004521	165597	GOC		P
UniProtKB	Q4CAL9	CwatDRAFT_6652	located_in	GO:0005829	cytosol	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004406	165597	InterPro		C
UniProtKB	Q4CAL9	CwatDRAFT_6652	involved_in	GO:0006099	tricarboxylic acid cycle	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004406|InterPro:IPR015929|InterPro:IPR015933|InterPro:IPR036288	165597	InterPro		P
UniProtKB	Q4CAL9	CwatDRAFT_6652	enables	GO:0003994	aconitate hydratase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004406|InterPro:IPR015929|InterPro:IPR015933|InterPro:IPR036288	165597	InterPro		F
UniProtKB	Q4CAL9	CwatDRAFT_6652	enables	GO:0051539	4 iron, 4 sulfur cluster binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004406	165597	InterPro		F
UniProtKB	Q4CAL9	CwatDRAFT_6652	enables	GO:0016829	lyase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0456	165597	UniProt		F
UniProtKB	Q4CAL9	CwatDRAFT_6652	enables	GO:0003723	RNA binding	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0694	165597	UniProt		F
UniProtKB	Q4CAL9	CwatDRAFT_6652	enables	GO:0046872	metal ion binding	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0479	165597	UniProt		F
UniProtKB	Q4CAL9	CwatDRAFT_6652	enables	GO:0051536	iron-sulfur cluster binding	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0411	165597	UniProt		F
UniProtKB	Q4CAL9	CwatDRAFT_6652	enables	GO:0051539	4 iron, 4 sulfur cluster binding	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0004	165597	UniProt		F
UniProtKB	Q4CAL9	CwatDRAFT_6652	involved_in	GO:0006099	tricarboxylic acid cycle	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0816	165597	UniProt		P
UniProtKB	Q4CAL9	CwatDRAFT_6652	enables	GO:0003994	aconitate hydratase activity	ECO:0000501	IEA	GO_REF:0000003	EC:4.2.1.3	165597	UniProt		F
UniProtKB	Q4CAL9	CwatDRAFT_6652	enables	GO:0047456	2-methylisocitrate dehydratase activity	ECO:0000501	IEA	GO_REF:0000003	EC:4.2.1.99	165597	UniProt		F
UniProtKB	Q4CAL9	CwatDRAFT_6652	enables	GO:0047780	citrate dehydratase activity	ECO:0000501	IEA	GO_REF:0000003	EC:4.2.1.3	165597	UniProt		F
UniProtKB	Q4CAL9	CwatDRAFT_6652	enables	GO:0003994	aconitate hydratase activity	ECO:0000256	IEA	GO_REF:0000116	RHEA:10336	165597	RHEA		F
UniProtKB	Q4CAL9	CwatDRAFT_6652	enables	GO:0047456	2-methylisocitrate dehydratase activity	ECO:0000256	IEA	GO_REF:0000116	RHEA:17941	165597	RHEA		F
UniProtKB	Q4CAL9	CwatDRAFT_6652	involved_in	GO:0006099	tricarboxylic acid cycle	ECO:0000322	IEA	GO_REF:0000041	UniPathway:UPA00223	165597	UniProt		P
UniProtKB	Q4CAM1	CwatDRAFT_6655	enables	GO:0005524	ATP binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003959	165597	InterPro		F
UniProtKB	Q4CAM1	CwatDRAFT_6655	enables	GO:0016887	ATP hydrolysis activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003959	165597	InterPro		F
UniProtKB	Q4CAM6	CwatDRAFT_6660	located_in	GO:0016021	integral component of membrane	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003780	165597	InterPro		C
UniProtKB	Q4CAM6	CwatDRAFT_6660	involved_in	GO:0006784	heme A biosynthetic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003780	165597	InterPro		P
UniProtKB	Q4CAM6	CwatDRAFT_6660	enables	GO:0016653	oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003780	165597	InterPro		F
UniProtKB	Q4CAM6	CwatDRAFT_6660	located_in	GO:0016020	membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	165597	UniProt		C
UniProtKB	Q4CAM6	CwatDRAFT_6660	located_in	GO:0016021	integral component of membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0812	165597	UniProt		C
UniProtKB	Q4CAM6	CwatDRAFT_6660	involved_in	GO:0006783	heme biosynthetic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0350	165597	UniProt		P
UniProtKB	Q4CAM6	CwatDRAFT_6660	located_in	GO:0016020	membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0162	165597	UniProt		C
UniProtKB	Q4CAM7	ctaB	located_in	GO:0016021	integral component of membrane	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000537|InterPro:IPR006369	165597	InterPro		C
UniProtKB	Q4CAM7	ctaB	enables	GO:0008495	protoheme IX farnesyltransferase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006369	165597	InterPro		F
UniProtKB	Q4CAM7	ctaB	enables	GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000537	165597	InterPro		F
UniProtKB	Q4CAM7	ctaB	involved_in	GO:0048034	heme O biosynthetic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006369	165597	InterPro		P
UniProtKB	Q4CAM7	ctaB	located_in	GO:0016020	membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	165597	UniProt		C
UniProtKB	Q4CAM7	ctaB	located_in	GO:0016021	integral component of membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0812	165597	UniProt		C
UniProtKB	Q4CAM7	ctaB	enables	GO:0016740	transferase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0808	165597	UniProt		F
UniProtKB	Q4CAM7	ctaB	involved_in	GO:0006783	heme biosynthetic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0350	165597	UniProt		P
UniProtKB	Q4CAM7	ctaB	located_in	GO:0005886	plasma membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-1003	165597	UniProt		C
UniProtKB	Q4CAM7	ctaB	enables	GO:0008495	protoheme IX farnesyltransferase activity	ECO:0000501	IEA	GO_REF:0000003	EC:2.5.1.141	165597	UniProt		F
UniProtKB	Q4CAM7	ctaB	located_in	GO:0005886	plasma membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0039	165597	UniProt		C
UniProtKB	Q4CAM7	ctaB	located_in	GO:0016020	membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0162	165597	UniProt		C
UniProtKB	Q4CAM7	ctaB	enables	GO:0008495	protoheme IX farnesyltransferase activity	ECO:0000256	IEA	GO_REF:0000116	RHEA:28070	165597	RHEA		F
UniProtKB	Q4CAM7	ctaB	enables	GO:0008495	protoheme IX farnesyltransferase activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000079077	165597	UniProt		F
UniProtKB	Q4CAM7	ctaB	located_in	GO:0005886	plasma membrane	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000079077	165597	UniProt		C
UniProtKB	Q4CAM7	ctaB	involved_in	GO:0048034	heme O biosynthetic process	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000079077	165597	UniProt		P
UniProtKB	Q4CAM7	ctaB	involved_in	GO:0048034	heme O biosynthetic process	ECO:0000322	IEA	GO_REF:0000041	UniPathway:UPA00834	165597	UniProt		P
UniProtKB	Q4CAM7	ctaB	involved_in	GO:0009987	cellular process	ECO:0000501	IEA	GO_REF:0000117	ARBA:ARBA00024875	165597	UniProt		P
UniProtKB	Q4CAM8	CwatDRAFT_6111	enables	GO:0016491	oxidoreductase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002937	165597	InterPro		F
UniProtKB	Q4CAM9	CwatDRAFT_6110	enables	GO:0008080	N-acetyltransferase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000182	165597	InterPro		F
UniProtKB	Q4CAM9	CwatDRAFT_6110	involved_in	GO:0006048	UDP-N-acetylglucosamine biosynthetic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR039143	165597	InterPro		P
UniProtKB	Q4CAM9	CwatDRAFT_6110	enables	GO:0004343	glucosamine 6-phosphate N-acetyltransferase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR039143	165597	InterPro		F
UniProtKB	Q4CAM9	CwatDRAFT_6110	enables	GO:0016740	transferase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0808	165597	UniProt		F
UniProtKB	Q4CAN0	CwatDRAFT_6109	enables	GO:0005524	ATP binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000719	165597	InterPro		F
UniProtKB	Q4CAN0	CwatDRAFT_6109	involved_in	GO:0006468	protein phosphorylation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000719	165597	InterPro		P
UniProtKB	Q4CAN0	CwatDRAFT_6109	enables	GO:0004672	protein kinase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000719	165597	InterPro		F
UniProtKB	Q4CAN0	CwatDRAFT_6109	enables	GO:0016301	kinase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0418	165597	UniProt		F
UniProtKB	Q4CAN0	CwatDRAFT_6109	enables	GO:0005524	ATP binding	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0067	165597	UniProt		F
UniProtKB	Q4CAN0	CwatDRAFT_6109	involved_in	GO:0016310	phosphorylation	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0418	165597	UniProt		P
UniProtKB	Q4CAN0	CwatDRAFT_6109	enables	GO:0016740	transferase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0808	165597	UniProt		F
UniProtKB	Q4CAN0	CwatDRAFT_6109	enables	GO:0004674	protein serine/threonine kinase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0723	165597	UniProt		F
UniProtKB	Q4CAN0	CwatDRAFT_6109	enables	GO:0000166	nucleotide binding	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0547	165597	UniProt		F
UniProtKB	Q4CAN0	CwatDRAFT_6109	enables	GO:0106310	protein serine kinase activity	ECO:0000501	IEA	GO_REF:0000003	EC:2.7.11.1	165597	UniProt		F
UniProtKB	Q4CAN0	CwatDRAFT_6109	enables	GO:0106311	protein serine/threonine kinase activity	ECO:0000501	IEA	GO_REF:0000003	EC:2.7.11.1	165597	UniProt		F
UniProtKB	Q4CAN0	CwatDRAFT_6109	enables	GO:0106311	protein serine/threonine kinase activity	ECO:0000256	IEA	GO_REF:0000116	RHEA:46608	165597	RHEA		F
UniProtKB	Q4CAN0	CwatDRAFT_6109	enables	GO:0005524	ATP binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000001221	165597	UniProt		F
UniProtKB	Q4CAN0	CwatDRAFT_6109	enables	GO:0004674	protein serine/threonine kinase activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000001221	165597	UniProt		F
UniProtKB	Q4CAN8	CwatDRAFT_6103	enables	GO:0000166	nucleotide binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000683	165597	InterPro		F
UniProtKB	Q4CAP1	CwatDRAFT_6669	enables	GO:0004386	helicase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0347	165597	UniProt		F
UniProtKB	Q4CAP2	CwatDRAFT_6102	involved_in	GO:0006313	transposition, DNA-mediated	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002559	165597	InterPro		P
UniProtKB	Q4CAP2	CwatDRAFT_6102	enables	GO:0004803	transposase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002559	165597	InterPro		F
UniProtKB	Q4CAP2	CwatDRAFT_6102	enables	GO:0003677	DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002559	165597	InterPro		F
UniProtKB	Q4CAP4	CwatDRAFT_6100	involved_in	GO:0007165	signal transduction	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR036061	165597	InterPro		P
UniProtKB	Q4CAP4	CwatDRAFT_6100	involved_in	GO:0006935	chemotaxis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR036061	165597	InterPro		P
UniProtKB	Q4CAP5	CwatDRAFT_6099	involved_in	GO:0000160	phosphorelay signal transduction system	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001789	165597	InterPro		P
UniProtKB	Q4CAP5	CwatDRAFT_6099	involved_in	GO:0007165	signal transduction	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002545|InterPro:IPR036061	165597	InterPro		P
UniProtKB	Q4CAP5	CwatDRAFT_6099	involved_in	GO:0006935	chemotaxis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002545|InterPro:IPR036061	165597	InterPro		P
UniProtKB	Q4CAQ6	queC	enables	GO:0005524	ATP binding	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0067	165597	UniProt		F
UniProtKB	Q4CAQ6	queC	involved_in	GO:0008616	queuosine biosynthetic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0671	165597	UniProt		P
UniProtKB	Q4CAQ6	queC	enables	GO:0000166	nucleotide binding	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0547	165597	UniProt		F
UniProtKB	Q4CAQ6	queC	enables	GO:0016874	ligase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0436	165597	UniProt		F
UniProtKB	Q4CAQ6	queC	enables	GO:0046872	metal ion binding	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0479	165597	UniProt		F
UniProtKB	Q4CAQ6	queC	enables	GO:0005524	ATP binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000081052	165597	UniProt		F
UniProtKB	Q4CAQ6	queC	involved_in	GO:0008616	queuosine biosynthetic process	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000081052	165597	UniProt		P
UniProtKB	Q4CAQ6	queC	enables	GO:0008270	zinc ion binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000081052	165597	UniProt		F
UniProtKB	Q4CAQ6	queC	enables	GO:0016879	ligase activity, forming carbon-nitrogen bonds	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000081052	165597	UniProt		F
UniProtKB	Q4CAQ7	CwatDRAFT_6672	enables	GO:0008124	4-alpha-hydroxytetrahydrobiopterin dehydratase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001533|InterPro:IPR036428	165597	InterPro		F
UniProtKB	Q4CAQ7	CwatDRAFT_6672	involved_in	GO:0006729	tetrahydrobiopterin biosynthetic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001533|InterPro:IPR036428	165597	InterPro		P
UniProtKB	Q4CAQ7	CwatDRAFT_6672	enables	GO:0016829	lyase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0456	165597	UniProt		F
UniProtKB	Q4CAQ7	CwatDRAFT_6672	enables	GO:0008124	4-alpha-hydroxytetrahydrobiopterin dehydratase activity	ECO:0000501	IEA	GO_REF:0000003	EC:4.2.1.96	165597	UniProt		F
UniProtKB	Q4CAQ7	CwatDRAFT_6672	enables	GO:0008124	4-alpha-hydroxytetrahydrobiopterin dehydratase activity	ECO:0000256	IEA	GO_REF:0000116	RHEA:11920	165597	RHEA		F
UniProtKB	Q4CAQ7	CwatDRAFT_6672	enables	GO:0008124	4-alpha-hydroxytetrahydrobiopterin dehydratase activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000031216	165597	UniProt		F
UniProtKB	Q4CAQ8	CwatDRAFT_6673	enables	GO:0005524	ATP binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003439|InterPro:IPR005894	165597	InterPro		F
UniProtKB	Q4CAQ8	CwatDRAFT_6673	involved_in	GO:0043215	daunorubicin transport	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR005894	165597	InterPro		P
UniProtKB	Q4CAQ8	CwatDRAFT_6673	involved_in	GO:1900753	doxorubicin transport	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR005894	165597	InterPro		P
UniProtKB	Q4CAQ8	CwatDRAFT_6673	enables	GO:0005524	ATP binding	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0067	165597	UniProt		F
UniProtKB	Q4CAQ8	CwatDRAFT_6673	enables	GO:0000166	nucleotide binding	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0547	165597	UniProt		F
UniProtKB	Q4CAQ8	CwatDRAFT_6673	enables	GO:0005524	ATP binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000400038	165597	UniProt		F
UniProtKB	Q4CAQ8	CwatDRAFT_6673	enables	GO:0000166	nucleotide binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000400038	165597	UniProt		F
UniProtKB	Q4CAQ9	thiG	involved_in	GO:0009228	thiamine biosynthetic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR008867	165597	InterPro		P
UniProtKB	Q4CAQ9	thiG	enables	GO:0016491	oxidoreductase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006076|InterPro:IPR012727	165597	InterPro		F
UniProtKB	Q4CAQ9	thiG	enables	GO:0003824	catalytic activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR013785	165597	InterPro		F
UniProtKB	Q4CAQ9	thiG	enables	GO:0050660	flavin adenine dinucleotide binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR012727	165597	InterPro		F
